park_states,park_parkCode,park_designation,park_fullName,park_url,park_name,id,name
GA,cuis,National Seashore,Cumberland Island National Seashore,https://www.nps.gov/cuis/index.htm,Cumberland Island,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CO,cure,National Recreation Area,Curecanti National Recreation Area,https://www.nps.gov/cure/index.htm,Curecanti,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
OH,cuva,National Park,Cuyahoga Valley National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"DC,MD,VA",cwdw,,Civil War Defenses of Washington,https://www.nps.gov/cwdw/index.htm,Civil War Defenses of Washington,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,dena,National Park & Preserve,Denali National Park & Preserve,https://www.nps.gov/dena/index.htm,Denali,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,depo,National Monument,Devils Postpile National Monument,https://www.nps.gov/depo/index.htm,Devils Postpile,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WY,deto,National Monument,Devils Tower National Monument,https://www.nps.gov/deto/index.htm,Devils Tower,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"CA,NV",deva,National Park,Death Valley National Park,https://www.nps.gov/deva/index.htm,Death Valley,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"NJ,PA",dewa,National Recreation Area,Delaware Water Gap National Recreation Area,https://www.nps.gov/dewa/index.htm,Delaware Water Gap,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"CO,UT",dino,National Monument,Dinosaur National Monument,https://www.nps.gov/dino/index.htm,Dinosaur,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WA,ebla,National Historical Reserve,Ebey's Landing National Historical Reserve,https://www.nps.gov/ebla/index.htm,Ebey's Landing,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
IA,efmo,National Monument,Effigy Mounds National Monument,https://www.nps.gov/efmo/index.htm,Effigy Mounds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"NM,TX",elca,National Historic Trail,El Camino Real de Tierra Adentro National Historic Trail,https://www.nps.gov/elca/index.htm,El Camino Real de Tierra Adentro,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NM,elma,National Monument,El Malpais National Monument,https://www.nps.gov/elma/index.htm,El Malpais,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NM,elmo,National Monument,El Morro National Monument,https://www.nps.gov/elmo/index.htm,El Morro,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NY,elro,National Historic Site,Eleanor Roosevelt National Historic Site,https://www.nps.gov/elro/index.htm,Eleanor Roosevelt,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
FL,ever,National Park,Everglades National Park,https://www.nps.gov/ever/index.htm,Everglades,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CO,flfo,National Monument,Florissant Fossil Beds National Monument,https://www.nps.gov/flfo/index.htm,Florissant Fossil Beds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,flni,National Memorial,Flight 93 National Memorial,https://www.nps.gov/flni/index.htm,Flight 93,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,fobo,National Historic Site,Fort Bowie National Historic Site,https://www.nps.gov/fobo/index.htm,Fort Bowie,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WY,fobu,National Monument,Fossil Butte National Monument,https://www.nps.gov/fobu/index.htm,Fossil Butte,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
TX,foda,National Historic Site,Fort Davis National Historic Site,https://www.nps.gov/foda/index.htm,Fort Davis,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"KY,TN",fodo,National Battlefield,Fort Donelson National Battlefield,https://www.nps.gov/fodo/index.htm,Fort Donelson,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,fofo,Park,Fort Foote Park,https://www.nps.gov/fofo/index.htm,Fort Foote,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
GA,fofr,National Monument,Fort Frederica National Monument,https://www.nps.gov/fofr/index.htm,Fort Frederica,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,fomc,National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,https://www.nps.gov/fomc/index.htm,Fort McHenry,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,fomr,National Monument,Fort Monroe National Monument,https://www.nps.gov/fomr/index.htm,Fort Monroe,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,fone,National Battlefield,Fort Necessity National Battlefield,https://www.nps.gov/fone/index.htm,Fort Necessity,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
GA,fopu,National Monument,Fort Pulaski National Monument,https://www.nps.gov/fopu/index.htm,Fort Pulaski,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NY,fost,National Monument,Fort Stanwix National Monument,https://www.nps.gov/fost/index.htm,Fort Stanwix,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,frhi,National Historic Site,Friendship Hill National Historic Site,https://www.nps.gov/frhi/index.htm,Friendship Hill,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,frsp,National Military Park,Fredericksburg & Spotsylvania National Military Park,https://www.nps.gov/frsp/index.htm,Fredericksburg & Spotsylvania,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"DE,PA",frst,National Historical Park,First State National Historical Park,https://www.nps.gov/frst/index.htm,First State,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,gaar,National Park & Preserve,Gates Of The Arctic National Park & Preserve,https://www.nps.gov/gaar/index.htm,Gates Of The Arctic,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,gett,National Military Park,Gettysburg National Military Park,https://www.nps.gov/gett/index.htm,Gettysburg,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,gewa,National Monument,George Washington Birthplace National Monument,https://www.nps.gov/gewa/index.htm,George Washington Birthplace,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NM,gicl,National Monument,Gila Cliff Dwellings National Monument,https://www.nps.gov/gicl/index.htm,Gila Cliff Dwellings,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MT,glac,National Park,Glacier National Park,https://www.nps.gov/glac/index.htm,Glacier,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,glba,National Park & Preserve,Glacier Bay National Park & Preserve,https://www.nps.gov/glba/index.htm,Glacier Bay,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AZ,UT",glca,National Recreation Area,Glen Canyon National Recreation Area,https://www.nps.gov/glca/index.htm,Glen Canyon,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,goga,National Recreation Area,Golden Gate National Recreation Area,https://www.nps.gov/goga/index.htm,Golden Gate,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
UT,gosp,National Historical Park,Golden Spike National Historical Park,https://www.nps.gov/gosp/index.htm,Golden Spike,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NV,grba,National Park,Great Basin National Park,https://www.nps.gov/grba/index.htm,Great Basin,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,grca,National Park,Grand Canyon National Park,https://www.nps.gov/grca/index.htm,Grand Canyon,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,gree,Park,Greenbelt Park,https://www.nps.gov/gree/index.htm,Greenbelt,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NJ,greg,,Great Egg Harbor River,https://www.nps.gov/greg/index.htm,Great Egg Harbor River,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,grfa,Park,Great Falls Park,https://www.nps.gov/grfa/index.htm,Great Falls,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MT,grko,National Historic Site,Grant-Kohrs Ranch National Historic Site,https://www.nps.gov/grko/index.htm,Grant-Kohrs Ranch,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MN,grpo,National Monument,Grand Portage National Monument,https://www.nps.gov/grpo/index.htm,Grand Portage,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CO,grsa,National Park & Preserve,Great Sand Dunes National Park & Preserve,https://www.nps.gov/grsa/index.htm,Great Sand Dunes,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"NC,TN",grsm,National Park,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WY,grte,National Park,Grand Teton National Park,https://www.nps.gov/grte/index.htm,Grand Teton,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"FL,MS",guis,National Seashore,Gulf Islands National Seashore,https://www.nps.gov/guis/index.htm,Gulf Islands,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
TX,gumo,National Park,Guadalupe Mountains National Park,https://www.nps.gov/gumo/index.htm,Guadalupe Mountains,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"WV,VA,MD",hafe,National Historical Park,Harpers Ferry National Historical Park,https://www.nps.gov/hafe/index.htm,Harpers Ferry,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
ID,hafo,National Monument,Hagerman Fossil Beds National Monument,https://www.nps.gov/hafo/index.htm,Hagerman Fossil Beds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
HI,hale,National Park,Haleakalā National Park,https://www.nps.gov/hale/index.htm,Haleakalā,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,hamp,National Historic Site,Hampton National Historic Site,https://www.nps.gov/hamp/index.htm,Hampton,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
HI,havo,National Park,Hawaiʻi Volcanoes National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
IA,heho,National Historic Site,Herbert Hoover National Historic Site,https://www.nps.gov/heho/index.htm,Herbert Hoover,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AL,hobe,National Military Park,Horseshoe Bend National Military Park,https://www.nps.gov/hobe/index.htm,Horseshoe Bend,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,hofu,National Historic Site,Hopewell Furnace National Historic Site,https://www.nps.gov/hofu/index.htm,Hopewell Furnace,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NE,home,National Historical Park,Homestead National Historical Park,https://www.nps.gov/home/index.htm,Homestead,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AR,hosp,National Park,Hot Springs National Park,https://www.nps.gov/hosp/index.htm,Hot Springs,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"CO,UT",hove,National Monument,Hovenweep National Monument,https://www.nps.gov/hove/index.htm,Hovenweep,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WI,iatr,National Scenic Trail,Ice Age National Scenic Trail,https://www.nps.gov/iatr/index.htm,Ice Age,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
IN,indu,National Park,Indiana Dunes National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MI,isro,National Park,Isle Royale National Park,https://www.nps.gov/isro/index.htm,Isle Royale,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
SD,jeca,National Monument,Jewel Cave National Monument,https://www.nps.gov/jeca/index.htm,Jewel Cave,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
OR,joda,National Monument,John Day Fossil Beds National Monument,https://www.nps.gov/joda/index.htm,John Day Fossil Beds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
PA,jofl,National Memorial,Johnstown Flood National Memorial,https://www.nps.gov/jofl/index.htm,Johnstown Flood,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,jomu,National Historic Site,John Muir National Historic Site,https://www.nps.gov/jomu/index.htm,John Muir,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,jotr,National Park,Joshua Tree National Park,https://www.nps.gov/jotr/index.htm,Joshua Tree,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AZ,CA",juba,National Historic Trail,Juan Bautista de Anza National Historic Trail,https://www.nps.gov/juba/index.htm,Juan Bautista de Anza,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
HI,kaho,National Historical Park,Kaloko-Honokōhau National Historical Park,https://www.nps.gov/kaho/index.htm,Kaloko-Honokōhau,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,katm,National Park & Preserve,Katmai National Park & Preserve,https://www.nps.gov/katm/index.htm,Katmai,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
ME,kaww,National Monument,Katahdin Woods and Waters National Monument,https://www.nps.gov/kaww/index.htm,Katahdin Woods and Waters,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
DC,keaq,,Kenilworth Park & Aquatic Gardens,https://www.nps.gov/keaq/index.htm,Kenilworth Park & Aquatic Gardens,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,kefj,National Park,Kenai Fjords National Park,https://www.nps.gov/kefj/index.htm,Kenai Fjords,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
GA,kemo,National Battlefield Park,Kennesaw Mountain National Battlefield Park,https://www.nps.gov/kemo/index.htm,Kennesaw Mountain,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MI,kewe,National Historical Park,Keweenaw National Historical Park,https://www.nps.gov/kewe/index.htm,Keweenaw,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,klgo,National Historical Park,Klondike Gold Rush National Historical Park,https://www.nps.gov/klgo/index.htm,Klondike Gold Rush,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
ND,knri,National Historic Site,Knife River Indian Villages National Historic Site,https://www.nps.gov/knri/index.htm,Knife River Indian Villages,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,kova,National Park,Kobuk Valley National Park,https://www.nps.gov/kova/index.htm,Kobuk Valley,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,labe,National Monument,Lava Beds National Monument,https://www.nps.gov/labe/index.htm,Lava Beds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,lacl,National Park & Preserve,Lake Clark National Park & Preserve,https://www.nps.gov/lacl/index.htm,Lake Clark,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AZ,NV",lake,National Recreation Area,Lake Mead National Recreation Area,https://www.nps.gov/lake/index.htm,Lake Mead,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
TX,lamr,National Recreation Area,Lake Meredith National Recreation Area,https://www.nps.gov/lamr/index.htm,Lake Meredith,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WA,laro,National Recreation Area,Lake Roosevelt National Recreation Area,https://www.nps.gov/laro/index.htm,Lake Roosevelt,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,lavo,National Park,Lassen Volcanic National Park,https://www.nps.gov/lavo/index.htm,Lassen Volcanic,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",lecl,National Historic Trail,Lewis & Clark National Historic Trail,https://www.nps.gov/lecl/index.htm,Lewis & Clark,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"OR,WA",lewi,National Historical Park,Lewis and Clark National Historical Park,https://www.nps.gov/lewi/index.htm,Lewis and Clark,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
IN,libo,National Memorial,Lincoln Boyhood National Memorial,https://www.nps.gov/libo/index.htm,Lincoln Boyhood,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AL,liri,National Preserve,Little River Canyon National Preserve,https://www.nps.gov/liri/index.htm,Little River Canyon,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"PA,NJ",lode,National Wild and Scenic River,Lower Delaware National Wild and Scenic River,https://www.nps.gov/lode/index.htm,Lower Delaware,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
DC,lyba,,LBJ Memorial Grove on the Potomac,https://www.nps.gov/lyba/index.htm,LBJ Memorial Grove on the Potomac,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VT,mabi,National Historical Park,Marsh - Billings - Rockefeller National Historical Park,https://www.nps.gov/mabi/index.htm,Marsh - Billings - Rockefeller,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
KY,maca,National Park,Mammoth Cave National Park,https://www.nps.gov/maca/index.htm,Mammoth Cave,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,mana,National Battlefield Park,Manassas National Battlefield Park,https://www.nps.gov/mana/index.htm,Manassas,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CO,meve,National Park,Mesa Verde National Park,https://www.nps.gov/meve/index.htm,Mesa Verde,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MA,mima,National Historical Park,Minute Man National Historical Park,https://www.nps.gov/mima/index.htm,Minute Man,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MN,miss,National River & Recreation Area,Mississippi National River & Recreation Area,https://www.nps.gov/miss/index.htm,Mississippi,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"SD,NE",mnrr,National Recreational River,Missouri National Recreational River,https://www.nps.gov/mnrr/index.htm,Missouri,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,moca,National Monument,Montezuma Castle National Monument,https://www.nps.gov/moca/index.htm,Montezuma Castle,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,moja,National Preserve,Mojave National Preserve,https://www.nps.gov/moja/index.htm,Mojave,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,mono,National Battlefield,Monocacy National Battlefield,https://www.nps.gov/mono/index.htm,Monocacy,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"IL,IA,NE,UT,WY",mopi,National Historic Trail,Mormon Pioneer National Historic Trail,https://www.nps.gov/mopi/index.htm,Mormon Pioneer,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WA,mora,National Park,Mount Rainier National Park,https://www.nps.gov/mora/index.htm,Mount Rainier,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NJ,morr,National Historical Park,Morristown National Historical Park,https://www.nps.gov/morr/index.htm,Morristown,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,muwo,National Monument,Muir Woods National Monument,https://www.nps.gov/muwo/index.htm,Muir Woods,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
UT,nabr,National Monument,Natural Bridges National Monument,https://www.nps.gov/nabr/index.htm,Natural Bridges,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AL,MS,TN",natr,Parkway,Natchez Trace Parkway,https://www.nps.gov/natr/index.htm,Natchez Trace,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AL,MS,TN",natt,National Scenic Trail,Natchez Trace National Scenic Trail,https://www.nps.gov/natt/index.htm,Natchez Trace,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,nava,National Monument,Navajo National Monument,https://www.nps.gov/nava/index.htm,Navajo,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"MA,CT",neen,National Scenic Trail,New England National Scenic Trail,https://www.nps.gov/neen/index.htm,New England,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"ID,MT,OR,WA",nepe,National Historical Park,Nez Perce National Historical Park,https://www.nps.gov/nepe/index.htm,Nez Perce,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WV,neri,National Park & Preserve,New River Gorge National Park & Preserve,https://www.nps.gov/neri/index.htm,New River Gorge,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NE,niob,National Scenic River,Niobrara National Scenic River,https://www.nps.gov/niob/index.htm,Niobrara,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AK,noat,National Preserve,Noatak National Preserve,https://www.nps.gov/noat/index.htm,Noatak,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WA,noca,National Park,North Cascades National Park,https://www.nps.gov/noca/index.htm,North Cascades,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"MI,MN,ND,NY,OH,PA,VT,WI",noco,National Scenic Trail,North Country National Scenic Trail,https://www.nps.gov/noco/index.htm,North Country,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NY,npnh,,National Parks of New York Harbor,https://www.nps.gov/npnh/index.htm,National Parks of New York Harbor,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AS,npsa,,National Park of American Samoa,https://www.nps.gov/npsa/index.htm,National Park of American Samoa,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
TN,obed,Wild & Scenic River,Obed Wild & Scenic River,https://www.nps.gov/obed/index.htm,Obed,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
GA,ocmu,National Historical Park,Ocmulgee Mounds National Historical Park,https://www.nps.gov/ocmu/index.htm,Ocmulgee Mounds,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"AZ,CA,CO,NV,NM,UT",olsp,National Historic Trail,Old Spanish National Historic Trail,https://www.nps.gov/olsp/index.htm,Old Spanish,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
WA,olym,National Park,Olympic National Park,https://www.nps.gov/olym/index.htm,Olympic,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
OR,orca,National Monument & Preserve,Oregon Caves National Monument & Preserve,https://www.nps.gov/orca/index.htm,Oregon Caves,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"ID,KS,MO,NE,OR,WA,WY",oreg,National Historic Trail,Oregon National Historic Trail,https://www.nps.gov/oreg/index.htm,Oregon,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,orpi,National Monument,Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,Organ Pipe Cactus,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"NC,SC,TN,VA",ovvi,National Historic Trail,Overmountain Victory National Historic Trail,https://www.nps.gov/ovvi/index.htm,Overmountain Victory,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MD,oxhi,,Oxon Cove  Park & Oxon Hill Farm,https://www.nps.gov/oxhi/index.htm,Oxon Cove  Park & Oxon Hill Farm,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MO,ozar,National Scenic Riverways,Ozark National Scenic Riverways,https://www.nps.gov/ozar/index.htm,Ozark,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
TX,paal,National Historical Park,Palo Alto Battlefield National Historical Park,https://www.nps.gov/paal/index.htm,Palo Alto Battlefield,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,para,National Monument,Grand Canyon-Parashant National Monument,https://www.nps.gov/para/index.htm,Grand Canyon-Parashant,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NM,peco,National Historical Park,Pecos National Historical Park,https://www.nps.gov/peco/index.htm,Pecos,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,pefo,National Park,Petrified Forest National Park,https://www.nps.gov/pefo/index.htm,Petrified Forest,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AR,peri,National Military Park,Pea Ridge National Military Park,https://www.nps.gov/peri/index.htm,Pea Ridge,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,pete,National Battlefield,Petersburg National Battlefield,https://www.nps.gov/pete/index.htm,Petersburg,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
NM,petr,National Monument,Petroglyph National Monument,https://www.nps.gov/petr/index.htm,Petroglyph,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,pinn,National Park,Pinnacles National Park,https://www.nps.gov/pinn/index.htm,Pinnacles,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
MI,piro,National Lakeshore,Pictured Rocks National Lakeshore,https://www.nps.gov/piro/index.htm,Pictured Rocks,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
AZ,pisp,National Monument,Pipe Spring National Monument,https://www.nps.gov/pisp/index.htm,Pipe Spring,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"CA,CO,KS,MO,NE,NV,UT,WY",poex,National Historic Trail,Pony Express National Historic Trail,https://www.nps.gov/poex/index.htm,Pony Express,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
"DC,MD,PA,VA",pohe,National Scenic Trail,Potomac Heritage National Scenic Trail,https://www.nps.gov/pohe/index.htm,Potomac Heritage,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
LA,popo,National Monument,Poverty Point National Monument,https://www.nps.gov/popo/index.htm,Poverty Point,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,pore,National Seashore,Point Reyes National Seashore,https://www.nps.gov/pore/index.htm,Point Reyes,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,prsf,,Presidio of San Francisco,https://www.nps.gov/prsf/index.htm,Presidio of San Francisco,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
VA,prwi,Park,Prince William Forest Park,https://www.nps.gov/prwi/index.htm,Prince William Forest,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
HI,puhe,National Historic Site,Puʻukoholā Heiau National Historic Site,https://www.nps.gov/puhe/index.htm,Puʻukoholā Heiau,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
HI,puho,National Historical Park,Puʻuhonua o Hōnaunau National Historical Park,https://www.nps.gov/puho/index.htm,Puʻuhonua o Hōnaunau,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
UT,rabr,National Monument,Rainbow Bridge National Monument,https://www.nps.gov/rabr/index.htm,Rainbow Bridge,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
CA,redw,National and State Parks,Redwood National and State Parks,https://www.nps.gov/redw/index.htm,Redwood,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking
